STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL PERCENT,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
3412,VA,Virginia,5,n/a,,,Scattered,Scattered,,W,,,,,221,"0,11%",,,,,,
3413,VA,Virginia,5,n/a,,,,,District Votes:,,,,,,"204,945",,,,,,,
3414,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
3415,VA,Virginia,6,H2VA06115,(I),"Robert W. ""Bob""",Goodlatte,"Goodlatte, Robert W. ""Bob""",,R,Unopposed,,,,"133,898","74,51%",,,,,W,
3416,VA,Virginia,6,H4VA06020,,"William M. ""Will""",Hammer,"Hammer, William M. ""Will""",,LIB,,,,,"22,161","12,33%",,,,,,
3417,VA,Virginia,6,H4VA06038,,Elaine B.,Hildebrandt,"Hildebrandt, Elaine B.",,IGR,,,,,"21,447","11,93%",,,,,,
3418,VA,Virginia,6,n/a,,,Scattered,Scattered,,W,,,,,"2,202","1,23%",,,,,,
3419,VA,Virginia,6,n/a,,,,,District Votes:,,,,,,"179,708",,,,,,,
3420,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
3421,VA,Virginia,07 - FULL TERM,H4VA07143 ,,Dave A.,Brat,,,R,"36,105","55,53%",,,"148,026","60,83%",,,,,W,
3422,VA,Virginia,07 - FULL TERM,H0VA07042,(I),Eric I. ,Cantor,"Cantor, Eric I. ",,R,"28,912","44,47%",,,,,,,,,,
3423,VA,Virginia,07 - FULL TERM,n/a,,,,,Party Votes:,R,"65,017",,,,,,,,,,,
3424,VA,Virginia,07 - FULL TERM,H4VA07150,,"John K. ""Jack""",Trammell,"Trammell, John K. ""Jack""",,D,**,,,,"89,914","36,95%",,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
3425,VA,Virginia,07 - FULL TERM,H4VA07168,,"James A., Jr.",Carr,,,LIB,,,,,"5,086","2,09%",,,,,,
3426,VA,Virginia,07 - FULL TERM,n/a,,,Scattered,Scattered,,W,,,,,325,"0,13%",,,,,,
3427,VA,Virginia,07 - FULL TERM,n/a,,,,,District Votes:,,"65,017",,,,"243,351",,,,,,,
3428,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
3429,VA,Virginia,07 - UNEXPIRED TERM,H4VA07143 ,,Dave A.,Brat,"Brat, Dave A.",,R,#,,,,"148,841","61,68%",,,,,,"#  Dave Brat and Jack Trammell were nominated for the special election on August 14, 2014, and August 8, 2014, respectively, in accordance with party rules.�"
3430,VA,Virginia,07 - UNEXPIRED TERM,H4VA07150,,"John K. ""Jack""",Trammell,"Trammell, John K. ""Jack""",,D,#,,,,"91,236","37,81%",,,,,,"#  Dave Brat and Jack Trammell were nominated for the special election on August 14, 2014, and August 8, 2014, respectively, in accordance with party rules.�"
3431,VA,Virginia,07 - UNEXPIRED TERM,n/a,,,Scattered,,,W,,,,,"1,236","0,51%",,,,,,
3432,VA,Virginia,07 - UNEXPIRED TERM,n/a,,,,,District Votes:,,,,,,"241,313",,,,,,,
3433,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
3434,VA,Virginia,8,H4VA08224 ,,"Donald S., Jr.",Beyer,"Beyer, Donald S., Jr.",,D,"17,783","45,75%",,,"128,102","63,08%",,,,,W,
3435,VA,Virginia,8,H4VA08216 ,,Patrick A.,Hope,"Hope, Patrick A.",,D,"7,095","18,26%",,,,,,,,,,
3436,VA,Virginia,8,H4VA08208,,Adam P.,Ebbin,"Ebbin, Adam P.",,D,"5,262","13,54%",,,,,,,,,,
3437,VA,Virginia,8,H4VA08240,,"William D. ""Bill""",Euille,"Euille, William D. ""Bill""",,D,"3,264","8,40%",,,,,,,,,,
3438,VA,Virginia,8,H4VA08281 ,,Mark H.,Levine,"Levine, Mark H.",,D,"2,613","6,72%",,,,,,,,,,
3439,VA,Virginia,8,H4VA08257,,Lavern J.,Chatman,"Chatman, Lavern J.",,D,"2,117","5,45%",,,,,,,,,,
3440,VA,Virginia,8,H4VA08307 ,,Derek S.,Hyra,"Hyra, Derek S.",,D,479,"1,23%",,,,,,,,,,
3441,VA,Virginia,8,H4VA00031 ,,Charniele L.,Herring,"Herring, Charniele L.",,D,126,"0,32%",,,,,,,,,,"#  Charnielle Herring, Satish Korpe and Bruce Shuttleworth withdrew from the primary election after ballots were printed."
3442,VA,Virginia,8,H2VA08103 ,,Bruce B.,Shuttleworth,"Shuttleworth, Bruce B.",,D,85,"0,22%",,,,,,,,,,"#  Charnielle Herring, Satish Korpe and Bruce Shuttleworth withdrew from the primary election after ballots were printed."
3443,VA,Virginia,8,H4VA08323,,Satish W.,Korpe,"Korpe, Satish W.",,D,42,"0,11%",,,,,,,,,,"#  Charnielle Herring, Satish Korpe and Bruce Shuttleworth withdrew from the primary election after ballots were printed."
3444,VA,Virginia,8,n/a,,,,,Party Votes:,D,"38,866",,,,,,,,,,,
3445,VA,Virginia,8,H4VA08182,,Micah K.,Edmond,"Edmond, Micah K.",,R,115**,"51,34%",,,"63,81","31,42%",,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
3446,VA,Virginia,8,H4VA08315,,Dennis,Bartow,"Bartow, Dennis",,R,99*,"44,20%",,,,,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
3447,VA,Virginia,8,H4VA08273,,Paul B.,Haring,"Haring, Paul B.",,R,10*,"4,46%",,,,,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
3448,VA,Virginia,8,n/a,,,,,Party Votes:,R,224*,,,,,,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
3449,VA,Virginia,8,H4VA08331,,Gwendolyn J. ,Beck,"Beck, Gwendolyn J. ",,IND,,,,,"5,42","2,67%",,,,,,
3450,VA,Virginia,8,H4VA08265,,Jeffrey S.,Carson,,,LIB,,,,,"4,409","2,17%",,,,,,
3451,VA,Virginia,8,H4VA08349,,"Gerard C. ""Gerry,"" III",Blais,"Blais, Gerard C. ""Gerry,"" III",,IGR,,,,,963,"0,47%",,,,,,
3452,VA,Virginia,8,n/a,,,Scattered,Scattered,,W,,,,,372,"0,18%",,,,,,
3453,VA,Virginia,8,n/a,,,,,District Votes:,,"39,09",,,,"203,076",,,,,,,
3454,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
3455,VA,Virginia,9,H0VA09055 ,(I),H. Morgan ,Griffith,"Griffith, H. Morgan ",,R,Unopposed,,,,"117,465","72,15%",,,,,W,
3456,VA,Virginia,9,H0VA09113,,"William R., Jr.",Carr,"Carr, William R., Jr.",,IND,,,,,"39,412","24,21%",,,,,,
3457,VA,Virginia,9,n/a,,,Scattered,Scattered,,W,,,,,"5,938","3,65%",,,,,,
3458,VA,Virginia,9,n/a,,,,,District Votes:,,,,,,"162,815",,,,,,,
3459,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
3460,VA,Virginia,10,H4VA10089,,Barbara J.,Comstock,"Comstock, Barbara J.",,R,"7,337**","53,91%",,,"125,914","56,49%",,,,,W,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
3461,VA,Virginia,10,H4VA00049,,"Robert G. ""Bob""",Marshall,"Marshall, Robert G. ""Bob""",,R,"3,829*","28,14%",,,,,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
3462,VA,Virginia,10,H4VA10121,,"Howard R. ""Howie""",Lind,,,R,"1,108*","8,14%",,,,,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
3463,VA,Virginia,10,H4VA10097,,Stephen B.,Hollingshead,"Hollingshead, Stephen B.",,R,816*,"6,00%",,,,,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
3464,VA,Virginia,10,H4VA10113,,Rob K.,Wasinger,"Wasinger, Rob K.",,R,301*,"2,21%",,,,,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
3465,VA,Virginia,10,H4VA10139,,Mark S.,Savitt,"Savitt, Mark S.",,R,218*,"1,60%",,,,,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
3466,VA,Virginia,10,n/a,,,,,Party Votes:,R,"13,609*",,,,,,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
3467,VA,Virginia,10,H4VA10071,,John W.,Foust,"Foust, John W.",,D,**,,,,"89,957","40,36%",,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
3468,VA,Virginia,10,H0VA10145,,William B.,Redpath,,,LIB,,,,,"3,393","1,52%",,,,,,
3469,VA,Virginia,10,H4VA10147,,Brad A.,Eickholt,"Eickholt, Brad A.",,IND,,,,,"2,442","1,10%",,,,,,
3470,VA,Virginia,10,H4VA10154,,Dianne L.,Blais,,,IGR,,,,,946,"0,42%",,,,,,
3471,VA,Virginia,10,n/a,,,Scattered,,,W,,,,,258,"0,12%",,,,,,
3472,VA,Virginia,10,n/a,,,,,District Votes:,,"13,609*",,,,"222,91",,,,,,,
3473,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
3474,VA,Virginia,11,H8VA11062 ,(I),"Gerald E. ""Gerry""",Connolly,"Connolly, Gerald E. ""Gerry""",,D,Unopposed,,,,"106,78","56,86%",,,,,W,
3475,VA,Virginia,11,H4VA11087,,Suzanne K.,Scholte,"Scholte, Suzanne K.",,R,**,,,,"75,796","40,36%",,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
3476,VA,Virginia,11,H4VA11079,,Gerald,Geddes,"Geddes, Gerald",,R,,,,,,,,,,,,
3477,VA,Virginia,11,H4VA11111,,Mike,Litzelman,"Litzelman, Mike",,R,,,,,,,,,,,,
3478,VA,Virginia,11,H4VA11103,,Marc M.,Harrold,"Harrold, Marc M.",,LIB,,,,,"3,264","1,74%",,,,,,
3479,VA,Virginia,11,H2VA11164,,Joe F.,Galdo,"Galdo, Joe F.",,GRE,,,,,"1,739","0,93%",,,,,,
3480,VA,Virginia,11,n/a,,,Scattered,Scattered,,W,,,,,226,"0,12%",,,,,,
3481,VA,Virginia,11,n/a,,,,,District Votes:,,,,,,"187,805",,,,,,,
3482,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
3483,VA,Virginia,H,n/a,,,,,Total State Votes:,,"135,167",,,,2.376.644,,,,,,,
3484,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
3485,,,,n/a,,,,,,,,,,,,,,,,,,
3486,WA,Washington,1,H0WA08046,(I),Suzan,DelBene,,,D,"59,798","50,67%",,,"124,151","55,04%",,,,,W,
3487,WA,Washington,1,H4WA01241,,Pedro,Celis,"Celis, Pedro",,R,"19,407","16,45%",,,"101,428","44,96%",,,,,,
3488,WA,Washington,1,H4WA01258,,Robert J.,Sutherland,"Sutherland, Robert J.",,R,"18,424","15,61%",,,,,,,,,,
3489,WA,Washington,1,H8WA08098,,John ,Orlinski,"Orlinski, John ",,R,"11,891","10,08%",,,,,,,,,,
3490,WA,Washington,1,H4WA01233,,Edwin F.,Moats,"Moats, Edwin F.",,GOP,"5,252","4,45%",,,,,,,,,,
3491,WA,Washington,1,H8WA08106,,Richard J. ,Todd,"Todd, Richard J. ",,NOP,"2,044","1,73%",,,,,,,,,,
3492,WA,Washington,1,H2WA01138,,Mike,The Mover,"The Mover, Mike",,NUP,"1,192","1,01%",,,,,,,,,,
3493,WA,Washington,1,n/a,,,,,District Votes:,,"118,008",,,,"225,579",,,,,,,
3494,WA,Washington,,n/a,,,,,,,,,,,,,,,,,,
3495,WA,Washington,2,H0WA02080,(I),Rick,Larsen,"Larsen, Rick",,D,"61,15","55,59%",,,"122,173","60,57%",,,,,W,
3496,WA,Washington,2,H4WA02157,,B.J. ,Guillot,,,R,"36,002","32,73%",,,"79,518","39,43%",,,,,,
3497,WA,Washington,2,H2WA02201,,Mike,Lapointe,"Lapointe, Mike",,IP,"12,844","11,68%",,,,,,,,,,
3498,WA,Washington,2,n/a,,,,,District Votes:,,"109,996",,,,"201,691",,,,,,,
3499,WA,Washington,,n/a,,,,,,,,,,,,,,,,,,
3500,WA,Washington,3,H0WA03187,(I),Jaime Herrera,Beutler,"Beutler, Jaime Herrera",,R,"58,913","48,83%",,,"124,796","61,53%",,,,,W,
3501,WA,Washington,3,H4WA03114,,Bob,Dingethal,"Dingethal, Bob",,D,"45,788","37,95%",,,"78,018","38,47%",,,,,,
3502,WA,Washington,3,H8WA03156,,Michael,Delavar,"Delavar, Michael",,R,"15,959","13,23%",,,,,,,,,,
3503,WA,Washington,3,n/a,,,,,District Votes:,,"120,66",,,,"202,814",,,,,,,
3504,WA,Washington,,n/a,,,,,,,,,,,,,,,,,,
3505,WA,Washington,4,H4WA04104,,Dan,Newhouse,"Newhouse, Dan",,R,"27,326","25,59%",,,"77,772","50,81%",,,,,W,
3506,WA,Washington,4,H4WA04088,,Clint,Didier,"Didier, Clint",,R,"33,965","31,81%",,,"75,307","49,19%",,,,,,
